x,M1,V1,M2,V2
7.9,7.307972222222226,-4.168611111111112,4.761777777777773,-2.5688888888888908
8.0,6.8686111111111146,-4.618611111111111,4.488888888888887,-2.8888888888888893
8.100000000000001,6.3842500000000015,-5.068611111111114,4.1839999999999975,-3.2088888888888913
8.2,5.854888888888894,-5.518611111111113,3.8471111111111114,-3.52888888888889
8.3,5.2805277777777775,-5.968611111111109,3.4782222222222217,-3.8488888888888884
8.4,4.6611666666666665,-6.418611111111112,3.0773333333333284,-4.16888888888889
8.5,3.996805555555561,-6.868611111111111,2.6444444444444457,-4.488888888888889
8.600000000000001,3.2874444444444464,-7.318611111111114,2.1795555555555524,-4.808888888888891
8.7,2.5330833333333302,-7.768611111111113,1.6826666666666625,-5.1288888888888895
8.8,1.7337222222222195,-8.218611111111112,1.1537777777777762,-5.448888888888892
8.9,0.8893611111111,-8.668611111111112,0.5928888888888793,-5.76888888888889
9.0,0.0,-9.118611111111111,0.0,-6.088888888888889
